"id","idclasses","name"
"721","16695","DATA_CLASS"
"722","16720","DATA_CLASS"
"723","16727","DATA_CLASS"
"724","16728","GOD_CLASS"
"725","16750","GOD_CLASS"
"726","16753","DATA_CLASS"
"729","16769","DATA_CLASS"
"730","16781","DATA_CLASS"
"731","16798","DATA_CLASS"
"732","16799","DATA_CLASS"
"734","16869","GOD_CLASS"
"735","16920","DATA_CLASS"
"737","16992","DATA_CLASS"
"738","16996","DATA_CLASS"
"739","17085","DATA_CLASS"
"740","17181","DATA_CLASS"
"745","17397","GOD_CLASS"
"747","17425","DATA_CLASS"
"753","17687","GOD_CLASS"
"757","17928","GOD_CLASS"
"758","17970","DATA_CLASS"
"803","19458","DATA_CLASS"
"804","19461","BRAIN_CLASS"
"805","19501","BRAIN_CLASS"
"806","19579","BRAIN_CLASS"
"809","19626","BRAIN_CLASS"
"810","19628","DATA_CLASS"
"811","19665","BRAIN_CLASS"
"812","19674","BRAIN_CLASS"
"813","19720","BRAIN_CLASS"
"815","19793","BRAIN_CLASS"
"818","19828","DATA_CLASS"
"822","19984","BRAIN_CLASS"
"823","20010","BRAIN_CLASS"
"825","20076","GOD_CLASS"
"827","20158","GOD_CLASS"
"828","20158","BRAIN_CLASS"
"831","20197","BRAIN_CLASS"
"834","20379","GOD_CLASS"
"841","20698","BRAIN_CLASS"
"842","20754","GOD_CLASS"
"845","20769","DATA_CLASS"
"846","20790","BRAIN_CLASS"
"848","20855","BRAIN_CLASS"
"882","21843","BRAIN_CLASS"
"883","21915","BRAIN_CLASS"
"884","21920","GOD_CLASS"
"885","21920","BRAIN_CLASS"
"886","21995","DATA_CLASS"
"887","22012","GOD_CLASS"
"888","22012","BRAIN_CLASS"
"889","22028","GOD_CLASS"
"890","22049","DATA_CLASS"
"891","22079","GOD_CLASS"
"892","22159","BRAIN_CLASS"
"893","22280","GOD_CLASS"
"894","22308","GOD_CLASS"
"895","22364","BRAIN_CLASS"
"896","22377","GOD_CLASS"
"897","22387","GOD_CLASS"
"898","22390","GOD_CLASS"
"899","22446","GOD_CLASS"
"900","22453","BRAIN_CLASS"
"901","22467","GOD_CLASS"
"902","22468","BRAIN_CLASS"
"903","22485","GOD_CLASS"
"904","22488","GOD_CLASS"
"905","22490","BRAIN_CLASS"
"906","22560","GOD_CLASS"
"907","22576","DATA_CLASS"
"908","22664","DATA_CLASS"
"909","22671","DATA_CLASS"
"910","22674","GOD_CLASS"
"911","22808","GOD_CLASS"
"912","22825","DATA_CLASS"
"913","22845","GOD_CLASS"
"914","22892","GOD_CLASS"
"915","22897","BRAIN_CLASS"
"916","22911","GOD_CLASS"
"917","22934","DATA_CLASS"
"918","22951","GOD_CLASS"
"919","22974","DATA_CLASS"
"920","22989","GOD_CLASS"
"921","23005","GOD_CLASS"
"922","23005","BRAIN_CLASS"
"923","23007","GOD_CLASS"
"924","23037","GOD_CLASS"
"925","23067","DATA_CLASS"
"926","23140","GOD_CLASS"
"927","23159","GOD_CLASS"
"928","23165","GOD_CLASS"
"929","23192","GOD_CLASS"
"930","23204","DATA_CLASS"
"931","23205","GOD_CLASS"
"932","23228","GOD_CLASS"
"933","23281","GOD_CLASS"
"934","23310","GOD_CLASS"
"935","23319","GOD_CLASS"
"936","23319","BRAIN_CLASS"
"937","23371","GOD_CLASS"
"938","23427","GOD_CLASS"
"939","23440","GOD_CLASS"
"940","23441","GOD_CLASS"
"941","23466","GOD_CLASS"
"942","23516","GOD_CLASS"
"943","23554","DATA_CLASS"
"944","23555","GOD_CLASS"
